sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes,collect_time
500101128,YouBike2.0_新生南路一段119巷口,大安區,2026-01-15 23:30:04,新生南路一段113號,Daan Dist.,YouBike2.0_Ln. 119， Sec. 1， Xinsheng S. Rd Intersection,No. 113， Ln. 119， Sec. 1， Xinsheng S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:30:04,2026-01-15,31,19,25.04003,121.53299,12,2026-01-16 00:07:53
500101129,YouBike2.0_幸安國小(仁愛路),大安區,2026-01-15 18:18:18,仁愛路三段22號,Daan Dist.,YouBike2.0_Xing'an Elementary School (Ren'ai Rd),No. 22， Sec. 3， Ren'ai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 18:18:18,2026-01-15,28,1,25.03753,121.53523,27,2026-01-16 00:07:53
500101130,YouBike2.0_民榮公園,大安區,2026-01-15 19:10:20,建國南路一段304巷45號南側,Daan Dist.,YouBike2.0_Minrong Park,No. 45， Ln. 304， Sec. 1， Jianguo S. Rd. (South),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 19:10:20,2026-01-15,31,16,25.03534,121.5354,15,2026-01-16 00:07:53
500101131,YouBike2.0_復興南路1段340巷口,大安區,2026-01-15 23:50:04,復興南路一段信義路三段147巷45弄口,Daan Dist.,YouBike2.0_Ln. 340， Sec. 1， Fuxing S. Rd Intersection,Sec. 1， Fuxing S. Rd & Aly. 45， Ln. 147， Sec. 3， Xinyi Rd Intersection.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,50,4,25.03701,121.54348,46,2026-01-16 00:07:53
500101132,YouBike2.0_建國濟南路口,大安區,2026-01-15 22:40:04,建國南路一段/濟南路三段口(東南側),Daan Dist.,YouBike2.0_Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection,Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection. (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:40:04,2026-01-15,54,3,25.03935,121.53828,51,2026-01-16 00:07:53
500101133,YouBike2.0_捷運忠孝復興站(2號出口),大安區,2026-01-12 05:59:02,復興南路一段/仁愛路三段123巷13弄(西北側),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 2),Sec. 1， Fuxing S. R & Aly. 13， Ln. 123， Sec. 3， Ren'ai Rd. (Northwest),0,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-12 05:59:02,2026-01-12,43,0,25.04035,121.5436,0,2026-01-16 00:07:53
500101134,YouBike2.0_捷運大安站(4號出口),大安區,2026-01-15 23:50:04,信義路4段6號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 4),No. 6， Sec. 4， Xinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,13,2,25.0332,121.5439,11,2026-01-16 00:07:53
500101135,YouBike2.0_捷運大安站(2號出口),大安區,2026-01-15 23:37:15,信義路3段143號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 2),No. 143， Sec. 3， Xinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:37:15,2026-01-15,60,0,25.03358,121.54141,60,2026-01-16 00:07:53
500101136,YouBike2.0_信義大安路口(信維大樓),大安區,2026-01-15 23:10:04,信義路四段74號(前),Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Da’an Rd Intersection (Xinwei Building),No. 74， Sec. 4， Xinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,18,10,25.03317,121.54639,8,2026-01-16 00:07:53
500101137,YouBike2.0_龍門廣場,大安區,2026-01-15 23:59:16,敦化南路一段與敦化南路一段236巷口,Daan Dist.,YouBike2.0_Long Men Plaza,Sec. 1， Dunhua S. Rd & Ln. 236， Sec. 1， Dunhua S. Rd Intersection.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:59:16,2026-01-15,70,0,25.04092,121.54825,70,2026-01-16 00:07:53
500101138,YouBike2.0_仁愛安和路口,大安區,2026-01-15 16:29:19,仁愛路四段258號前,Daan Dist.,YouBike2.0_Sec. 4， Ren'ai Rd & Sec. 1， Anhe Rd Intersection,No. 74， Sec. 4， Ren'ai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 16:29:19,2026-01-15,33,31,25.03754,121.55285,1,2026-01-16 00:07:53
500101139,YouBike2.0_信義敦化路口,大安區,2026-01-15 23:20:03,信義路四段155號前,Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Sec. 1， Dunhua S. Rd Intersection,No. 155， Sec. 4， Xinyi Rd,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:20:03,2026-01-15,52,23,25.03333,121.54977,29,2026-01-16 00:07:53
500101140,YouBike2.0_仁愛國中,大安區,2026-01-15 12:20:02,安和路一段75號(對面),Daan Dist.,YouBike2.0_Ren Ai Junior High School,No. 75， Sec. 1， Anhe Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 12:20:02,2026-01-15,25,13,25.03706,121.55166,12,2026-01-16 00:07:53
500101141,YouBike2.0_捷運信義安和站(2號出口),大安區,2026-01-15 23:50:20,信義路四段188號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta (Exit 2),No. 188， Sec. 4， Xinyi Rd,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:20,2026-01-15,24,24,25.03304,121.55171,0,2026-01-16 00:07:53
500101142,YouBike2.0_八德市場,大安區,2026-01-15 22:40:04,市民大道三段170號,Daan Dist.,YouBike2.0_Bade Traditional Market,No. 170， Sec. 3， Civic Blvd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:40:04,2026-01-15,30,20,25.04463,121.53665,8,2026-01-16 00:07:53
500101143,YouBike2.0_昌隆公園,大安區,2026-01-15 19:20:19,市民大道三段206號西側,Daan Dist.,YouBike2.0_Changlong Park,No. 206， Sec. 3， Civic Blvd. (West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 19:20:19,2026-01-15,16,2,25.04448,121.53946,14,2026-01-16 00:07:53
500101144,YouBike2.0_捷運大安森林公園站(2號出口),大安區,2026-01-15 23:20:03,捷運大安森林公園站(2號出口)西側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 2),MRT Daan Park Sta. (Exit 2) (West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:20:03,2026-01-15,69,5,25.03332,121.53435,63,2026-01-16 00:07:53
500101145,YouBike2.0_信義延吉街口,大安區,2026-01-15 23:40:03,信義路四段353號,Daan Dist.,YouBike2.0_Sec. 4，Xinyi Rd & Yanji St Intersection,No. 353， Sec. 4， Xinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,15,1,25.03318,121.55725,13,2026-01-16 00:07:53
500101146,YouBike2.0_光信公園(光復南路456巷),大安區,2026-01-16 00:00:02,延吉街249號,Daan Dist.,YouBike2.0_Guangxin Park (Ln. 456， Guangfu S. Rd),No. 249， Yanji St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,25,18,25.03513,121.5561,7,2026-01-16 00:07:53
500101147,YouBike2.0_僑安地下停車場(2號出口)東南側,大安區,2026-01-15 23:45:15,光復南路290巷5號,Daan Dist.,YouBike2.0_Qiao An Dixia Parking (Exit 2) (Southeast),No. 5， Ln. 290， Guangfu S. Rd,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:45:15,2026-01-15,20,0,25.0391,121.5569,20,2026-01-16 00:07:53
500101148,YouBike2.0_建國南路一段279巷口,大安區,2026-01-15 22:10:02,建國南路一段275號,Daan Dist.,YouBike2.0_Ln. 279， Sec. 1， Jianguo S. Rd Intersection,No. 275， Sec. 1， Jianguo S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:10:02,2026-01-15,62,4,25.03635,121.53833,58,2026-01-16 00:07:53
500101149,YouBike2.0_捷運忠孝新生站(6號出口),大安區,2026-01-15 18:21:33,新生南路一段101號,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 6),No. 101， Sec. 1， Xinsheng S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 18:21:33,2026-01-15,15,2,25.04091,121.53295,13,2026-01-16 00:07:53
500101150,YouBike2.0_捷運忠孝新生站(4號出口),大安區,2026-01-15 23:10:04,忠孝新生路口北側,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 4),Zhongxiao & Xinsheng S. Rd Intersection. (North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,46,5,25.04239,121.53324,41,2026-01-16 00:07:53
500101151,YouBike2.0_大安高工,大安區,2026-01-15 23:40:03,復興南路二段52號(前),Daan Dist.,YouBike2.0_Daan Vocational High School,No. 52， Sec. 2， Fuxing S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,23,3,25.03126,121.54339,20,2026-01-16 00:07:53
500101152,YouBike2.0_捷運忠孝新生站(3號出口),大安區,2026-01-15 13:10:02,忠孝東路三段與10巷口,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 3),Sec. 3， Zhongxiao E. Rd & Ln. 10， Sec. 3， Zhongxiao E. Rd Intersection,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 13:10:02,2026-01-15,43,6,25.04189,121.53376,37,2026-01-16 00:07:53
500101153,YouBike2.0_瑠公公園,大安區,2026-01-15 23:59:16,忠孝東路四段49巷4弄/大安路口,Daan Dist.,YouBike2.0_Liugong Park,Aly. 4， Ln. 49， Sec. 4， Zhongxiao E. Rd./Da'an Rd. Intersection,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:59:16,2026-01-15,20,0,25.04201,121.54612,16,2026-01-16 00:07:53
500101154,YouBike2.0_敦化市民路口,大安區,2026-01-15 21:12:16,敦化南路1段158號(前),Daan Dist.,YouBike2.0_Dunhua S. Rd. & Civic Blvd. Intersection,No. 158， Sec. 1， Dunhua S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 21:12:16,2026-01-15,23,22,25.04405,121.5486,1,2026-01-16 00:07:53
500101155,YouBike2.0_捷運大安森林公園站(5號出口),大安區,2026-01-15 23:56:15,捷運大安森林公園站(5號出口)東側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 5),MRT Daan Park Sta. (Exit 5) (East),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:56:15,2026-01-15,15,0,25.03336,121.5364,15,2026-01-16 00:07:53
500101156,YouBike2.0_信義建國路口,大安區,2026-01-15 23:10:04,建國南路二段與信義路三段口西南側,Daan Dist.,YouBike2.0_Xinyi Rd. & Jianguo Rd. Intersection,Sec. 2， Jianguo S Rd. & Sec. 3， Xinyi Rd. Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,52,2,25.0328,121.53746,50,2026-01-16 00:07:53
500101157,YouBike2.0_東豐公園,大安區,2026-01-15 22:02:18,東豐街24號(旁公園路側),Daan Dist.,YouBike2.0_Dongfeng Park,No. 24， Dongfeng St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:02:18,2026-01-15,19,1,25.03569,121.5451,18,2026-01-16 00:07:53
500101158,YouBike2.0_德安公園(四維路66巷),大安區,2026-01-15 22:50:04,四維路66巷6號北側,Daan Dist.,YouBike2.0_Dean Park,No. 6， Ln. 66， Siwei Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:50:04,2026-01-15,22,11,25.03473,121.54767,10,2026-01-16 00:07:53
500101159,YouBike2.0_捷運忠孝復興站(5號出口),大安區,2026-01-15 23:52:18,復興南路一段135巷口,Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 5),No. 3， Ln. 135， Sec. 1， Fuxing S. Rd. (Opposite),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:52:18,2026-01-15,30,0,25.04253,121.54407,29,2026-01-16 00:07:53
500101160,YouBike2.0_捷運忠孝敦化站(2號出口),大安區,2026-01-15 23:56:15,忠孝東路四段221號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 2),No. 221， Sec. 4， Zhongxiao E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:56:15,2026-01-15,17,0,25.04153,121.5524,17,2026-01-16 00:07:53
500101161,YouBike2.0_捷運忠孝敦化站(7號出口),大安區,2026-01-16 00:00:02,忠孝東路四段143號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 7),No. 143， Sec. 4， Zhongxiao E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,18,1,25.04159,121.54937,17,2026-01-16 00:07:53
500101162,YouBike2.0_忠孝東路四段223巷口(市民大道側),大安區,2026-01-15 22:53:17,忠孝東路四段223巷77號北側,Daan Dist.,YouBike2.0_Ln. 223， Sec. 4， Zhongxiao E. Rd. Intersection,No. 77， Ln. 223， Sec. 4， Zhongxiao E. Rd. (North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:53:17,2026-01-15,25,21,25.04427,121.55291,1,2026-01-16 00:07:53
500101163,YouBike2.0_瑞安街208巷,大安區,2026-01-16 00:00:02,瑞安街208巷39號對面,Daan Dist.,YouBike2.0_Ln. 208， Rui'an St.,No. 39， Ln. 208， Rui'an St. (Opposite),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,15,12,25.02979,121.54053,3,2026-01-16 00:07:53
500101165,YouBike2.0_樂利路21巷口,大安區,2026-01-15 23:10:04,樂利路25號,Daan Dist.,YouBike2.0_Ln. 21， Leli Rd. Intersection,No. 25， Leli Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,17,10,25.0277,121.55132,7,2026-01-16 00:07:53
500101166,YouBike2.0_捷運科技大樓站(台北教育大學),大安區,2026-01-15 23:20:03,和平東路二段134號前,Daan Dist.,YouBike2.0_MRT Technology Building Station,No. 134， Sec. 2， Heping E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:20:03,2026-01-15,54,9,25.02472,121.54417,45,2026-01-16 00:07:53
500101167,YouBike2.0_捷運國父紀念館站(2號出口),大安區,2026-01-16 00:04:16,忠孝東路四段/光復南路口(西南側),Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Stataion(Exit 2.),Sec. 4， Jhongsiao E. Rd. & Guangfu S. Rd. Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:04:16,2026-01-16,45,0,25.04122,121.55745,41,2026-01-16 00:07:53
500101168,YouBike2.0_仁愛醫院,大安區,2026-01-15 23:30:04,仁愛路四段/大安路一段口(西南側),Daan Dist.,YouBike2.0_Taipei City Hospital Renai Branch,Sec. 4， Ren'ai Rd. & Sec. 1， Da'an Rd. Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:30:04,2026-01-15,36,5,25.03756,121.54587,31,2026-01-16 00:07:53
500101169,YouBike2.0_捷運信義安和站(4號出口),大安區,2026-01-15 23:30:04,信義路四段252號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.4),No. 252， Sec. 4， Sinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:30:04,2026-01-15,49,26,25.03305,121.55378,20,2026-01-16 00:07:53
500101170,YouBike2.0_成功國宅,大安區,2026-01-15 23:40:03,和平東路三段1巷/四維路198巷口(西北側),Daan Dist.,YouBike2.0_Chenggong Public House,Ln. 1， Sec. 3， Heping E. Rd. & Ln. 198， Sihwei Rd. Intersection (Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,36,33,25.02681,121.54668,3,2026-01-16 00:07:53
500101171,YouBike2.0_仁愛延吉街口,大安區,2026-01-15 23:40:03,仁愛路四段376號前,Daan Dist.,YouBike2.0_Renai & Yanji Intersection,No. 376， Sec. 4， Ren'ai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,33,13,25.03748,121.55564,20,2026-01-16 00:07:53
500101172,YouBike2.0_捷運信義安和站(1號出口),大安區,2026-01-15 23:00:01,信義路四段225號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.1),No. 225， Sec. 4， Sinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:00:01,2026-01-15,49,31,25.03331,121.55265,17,2026-01-16 00:07:53
500101173,YouBike2.0_敦化南路二段103巷口,大安區,2026-01-15 23:00:01,敦化南路二段99號前,Daan Dist.,YouBike2.0_Ln. 103，Sec. 2，Dunhua S. Rd.,No. 99， Sec. 2， Dunhua S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:00:01,2026-01-15,24,2,25.0287,121.54904,21,2026-01-16 00:07:53
500101174,YouBike2.0_復興南路二段128巷口,大安區,2026-01-15 23:50:04,復興南路二段142之1號前,Daan Dist.,YouBike2.0_Ln. 128， Sec. 2， Fuxing S. Rd.,No. 142-1， Sec. 2， Fusing S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,31,23,25.02861,121.54336,8,2026-01-16 00:07:53
500101175,YouBike2.0_和平東建國南路口,大安區,2026-01-15 21:55:18,和平東路/建國南路口(北側),Daan Dist.,YouBike2.0_Heping E. Rd. & Jianguo S. Rd. Intersection,Heping E. Rd. & Jianguo S. Rd. Intersection (North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 21:55:18,2026-01-15,17,1,25.02575,121.5377,16,2026-01-16 00:07:53
500101176,YouBike2.0_芳蘭山莊,大安區,2026-01-15 23:28:17,基隆路三段155巷148號,Daan Dist.,YouBike2.0_Fanglan,No. 148， Ln. 155， Sec. 3， Keelung Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:28:17,2026-01-15,16,16,25.01223,121.54788,0,2026-01-16 00:07:53
500101177,YouBike2.0_復興南路一段126巷口,大安區,2026-01-15 23:10:04,復興南路一段126巷1號前,Daan Dist.,YouBike2.0_Ln. 126， Sec. 1， Fuxing S. Rd.,No. 1， Ln. 126， Sec. 1， Fuxing S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,15,11,25.04311,121.54313,4,2026-01-16 00:07:53
500101179,YouBike2.0_捷運東門站(5號出口),大安區,2026-01-16 00:00:02,信義路二段178號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 5),No. 178， Sec. 2， Xinyi Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,28,13,25.03363,121.52962,15,2026-01-16 00:07:53
500101180,YouBike2.0_仁愛路四段48巷口,大安區,2026-01-15 22:40:04,仁愛路四段48巷/東豐街(北側),Daan Dist.,YouBike2.0_Ln. 48， Sec. 4， Ren'ai Rd.,Ln. 48， Sec. 4， Ren'ai Rd. & Dongfeng St. Intersection (North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:40:04,2026-01-15,12,5,25.03597,121.54693,7,2026-01-16 00:07:53
500101181,YouBike2.0_捷運公館站(3號出口),大安區,2026-01-15 23:50:04,捷運公館站(3號出口)西側,Daan Dist.,YouBike2.0_MRT Gongguan Sta.(Exit.3),MRT Gongguan Sta.(Exit.3)(West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,99,23,25.01551,121.53374,76,2026-01-16 00:07:53
500101182,YouBike2.0_臺北科技大學(電機工程系),大安區,2026-01-15 23:50:04,忠孝東路三段100號對側,Daan Dist.,YouBike2.0_NTUT(EE),No. 100， Sec. 3， Zhongxiao E. Rd. (Opposite),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,34,8,25.04196,121.53653,26,2026-01-16 00:07:53
500101184,YouBike2.0_新生南路三段94巷口,大安區,2026-01-15 22:49:17,新生南路三段94號前,Daan Dist.,YouBike2.0_Ln. 94， Sec. 3， Xinsheng S. Rd. Intersection,No. 94， Sec. 3， Xinsheng S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:49:17,2026-01-15,15,1,25.01744,121.53334,14,2026-01-16 00:07:53
500101185,YouBike2.0_辛亥新生路口西北側,大安區,2026-01-15 23:10:04,辛亥路一段/新生南路三段(西北側),Daan Dist.,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,40,30,25.02267,121.5341,8,2026-01-16 00:07:53
500101186,YouBike2.0_捷運大安站(6號出口),大安區,2026-01-15 17:58:16,復興南路一段303號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 6),No. 303， Sec. 1， Fuxing S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 17:58:16,2026-01-15,29,1,25.03479,121.54376,28,2026-01-16 00:07:53
500101187,YouBike2.0_臥龍街195巷口,大安區,2026-01-15 23:10:04,臥龍街/臥龍街195巷(南側),Daan Dist.,YouBike2.0_Ln. 195， Wolong St.,Wolong St. / Ln. 195， Wolong St. Intersection (South),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,14,8,25.01783,121.55224,5,2026-01-16 00:07:53
500101188,YouBike2.0_辛亥路三段157巷口,大安區,2026-01-15 23:40:03,辛亥路三段與辛亥路三段157巷口西北側,Daan Dist.,YouBike2.0_Ln. 157， Sec. 3， Xinhai Rd.,Sec. 3， Xinhai Rd. & Ln. 157， Sec. 3， Xinhai Rd. Intersection (Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,27,4,25.01727,121.54904,23,2026-01-16 00:07:53
500101189,YouBike2.0_臥龍基隆路口,大安區,2026-01-15 23:58:17,臥龍街與基隆路二段口東北側,Daan Dist.,YouBike2.0_Wolong St. & Xinyi Rd. Intersection,Wolong St. & Sec. 2， Xinyi Rd. Intersection (Northeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:58:17,2026-01-15,25,1,25.02039,121.54853,24,2026-01-16 00:07:53
500101190,YouBike2.0_敦親公園,大安區,2026-01-15 22:40:04,和平東路二段96巷8之1號(前方),Daan Dist.,YouBike2.0_Dunchin Park,No. 8-1， Ln. 96， Sec. 2， Heping E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:40:04,2026-01-15,26,18,25.02347,121.54108,7,2026-01-16 00:07:53
500101191,YouBike2.0_大安運動中心,大安區,2026-01-15 22:46:15,辛亥路三段55號前方人行道(大安運動中心),Daan Dist.,YouBike2.0_Taipei Daan Sports Center,No. 55， Sec. 3， Xinhai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:46:15,2026-01-15,33,1,25.02054,121.54561,32,2026-01-16 00:07:53
500101192,YouBike2.0_和平敦化路口,大安區,2026-01-15 23:20:03,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:20:03,2026-01-15,36,17,25.02444,121.54908,19,2026-01-16 00:07:53
500101193,YouBike2.0_基隆長興路口,大安區,2026-01-15 20:20:19,基隆路/長興街(東南側),Daan Dist.,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Keelung Rd. & Changxing St. Intersection (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 20:20:19,2026-01-15,51,1,25.01705,121.54435,50,2026-01-16 00:07:53
500101194,YouBike2.0_仁愛路四段122巷口,大安區,2026-01-15 22:29:15,仁愛路四段118號前,Daan Dist.,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,No. 188， Sec. 4， Ren'ai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:29:15,2026-01-15,25,1,25.03762,121.55009,23,2026-01-16 00:07:53
500101196,YouBike2.0_市民敦化路口,大安區,2026-01-15 15:09:15,敦化南路一段111號前,Daan Dist.,YouBike2.0_Civic Blvd. & Dunhua Rd. Intersection,No. 111， Sec. 1， Dunhua S. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 15:09:15,2026-01-15,32,29,25.04464,121.54944,2,2026-01-16 00:07:53
500101197,YouBike2.0_忠孝東路四段49巷口,大安區,2026-01-15 22:10:02,忠孝東路四段55號前,Daan Dist.,YouBike2.0_Ln. 49， Sec. 4， Zhongxiao E. Rd.,No. 55， Sec. 4， Zhongxiao E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:10:02,2026-01-15,15,2,25.04172,121.54541,13,2026-01-16 00:07:53
