sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes,collect_time
500107175,YouBike2.0_中山北德惠街口,中山區,2025-12-21 00:43:01,中山北路三段47號,Zhongshan Dist,YouBike2.0_ZhongShan N. Rd. & DeHui St Intersection,No. 47， Sec. 3， ZhongShan N. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:43:01,2025-12-21,20,15,25.06671,121.52257,4,2025-12-21 00:52:40
500107176,YouBike2.0_晴光公園,中山區,2025-12-20 21:20:03,雙城街13巷3號對側,Zhongshan Dist,YouBike2.0_Qingguang Park,No. 3， Ln. 13， ShuangCheng St. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 21:20:03,2025-12-20,15,7,25.06411,121.52446,8,2025-12-21 00:52:40
500107177,YouBike2.0_松江路25巷口,中山區,2025-12-21 00:48:03,松江路9號前,Zhongshan Dist,YouBike2.0_Ln. 25， SongJiang Rd.,No. 9， SongJiang Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:48:03,2025-12-21,42,7,25.04628,121.53304,35,2025-12-21 00:52:40
500107178,YouBike2.0_民生東合江街口,中山區,2025-12-21 00:32:15,民生東路三段30號,Zhongshan Dist,YouBike2.0_MinSheng E. Rd. & HeJiang St. Intersection,No. 30， Sec. 3， MinSheng E. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:32:15,2025-12-21,20,14,25.05777,121.53951,6,2025-12-21 00:52:40
500107179,YouBike2.0_飛航服務總臺,中山區,2025-12-20 23:46:03,濱江街357號,Zhongshan Dist,YouBike2.0_Air Navigation And Weather Services,No. 357， BinJiang St.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:46:03,2025-12-20,23,8,25.07241,121.55117,15,2025-12-21 00:52:40
500107180,YouBike2.0_內湖堤頂大道(西南側),中山區,2025-12-20 23:46:03,堤頂大道二段586號前,Zhongshan Dist,YouBike2.0_NeiHu Rd. & Tiding Blvd. Intersection (Southwest),No. 586， Sec. 2， Tiding Blvd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:46:03,2025-12-20,24,5,25.08462,121.56016,18,2025-12-21 00:52:40
500107181,YouBike2.0_大直派出所,中山區,2025-12-21 00:31:02,北安路458巷,Zhongshan Dist,YouBike2.0_Dazhi Police Station,Ln. 458， BeiAn Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:31:02,2025-12-21,30,10,25.07913,121.54422,20,2025-12-21 00:52:40
500107182,YouBike2.0_遼寧民生路口,中山區,2025-12-21 00:28:16,民生東路三段與遼寧街口西南側,Zhongshan Dist,YouBike2.0_MinSheng E. Rd. & LiaoNing St. Intersection,Sec. 3， MinSheng E. Rd. & LiaoNing St. Intersection (Southwest),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:28:16,2025-12-21,19,17,25.05751,121.54215,2,2025-12-21 00:52:40
500107183,YouBike2.0_松江路184巷口,中山區,2025-12-21 00:18:03,松江路182號,Zhongshan Dist,YouBike2.0_Ln. 184， SongJiang Rd.,No. 182， SongJiang Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:18:03,2025-12-21,21,5,25.05623,121.53296,16,2025-12-21 00:52:40
500107184,YouBike2.0_民權東路三段60巷,中山區,2025-12-20 23:59:03,民權東路三段60巷26號,Zhongshan Dist,YouBike2.0_Ln. 60， Sec. 3， MinQuan E. Rd.,No. 26， Ln. 60， Sec. 3， MinQuan E. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:59:03,2025-12-20,18,3,25.06058,121.54236,14,2025-12-21 00:52:40
500107185,YouBike2.0_長春路258巷2弄(北側),中山區,2025-12-20 23:52:02,長春路201號,Zhongshan Dist,YouBike2.0_Aly. 2， Ln. 258， ChangChun Rd.,No. 201， ChangChun Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:52:02,2025-12-20,19,17,25.05474,121.5383,2,2025-12-21 00:52:40
500107186,YouBike2.0_中山北路二段96巷口,中山區,2025-12-20 22:38:15,中山北路二段96號旁,Zhongshan Dist,YouBike2.0_Ln. 96， Sec. 2， ZhongShan N. Rd.,No. 96， Sec. 2， ZhongShan N. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 22:38:15,2025-12-20,18,1,25.0598,121.52253,16,2025-12-21 00:52:40
500107187,YouBike2.0_吉林路236巷口,中山區,2025-12-21 00:16:02,吉林路171號,Zhongshan Dist,YouBike2.0_Ln. 236， JiLin Rd.,No. 171， JiLin Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:16:02,2025-12-21,21,9,25.05931,121.53025,12,2025-12-21 00:52:40
500107188,YouBike2.0_上塔悠公園(明水路),中山區,2025-12-20 21:10:02,明水路480號,Zhongshan Dist,YouBike2.0_Shangtayo Park (MingShui Rd.),No. 480， MingShui Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 21:10:02,2025-12-20,30,19,25.07767,121.55205,11,2025-12-21 00:52:40
500107189,YouBike2.0_中山民生東路口(東南側),中山區,2025-12-21 00:30:02,中山北路二段77-4號,Zhongshan Dist,YouBike2.0_ZhongShan N. Rd. & MinSheng E. Rd. Intersection (Southeast),No. 77-4， Sec. 2， ZhongShan N. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:30:02,2025-12-21,21,15,25.05778,121.52299,4,2025-12-21 00:52:40
500107190,YouBike2.0_中山北路二段26巷,中山區,2025-12-21 00:37:02,中山北路二段26巷32號(旁),Zhongshan Dist,YouBike2.0_Ln. 26， Sec. 2， ZhongShan N. Rd.,No. 32， Ln. 26， Sec. 2， ZhongShan N. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:37:02,2025-12-21,51,5,25.05392,121.52066,44,2025-12-21 00:52:40
500107191,YouBike2.0_八德路二段210巷口,中山區,2025-12-21 00:14:03,市民大道三段143號對側,Zhongshan Dist,YouBike2.0_Ln. 210， Sec. 2， BaDe Rd.,No. 143， Sec. 3， Civic Blvd. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:14:03,2025-12-21,21,9,25.04478,121.53958,12,2025-12-21 00:52:40
500107192,YouBike2.0_長安林森路口公車站,中山區,2025-12-21 00:34:15,長安東路一段26號,Zhongshan Dist,YouBike2.0_ChangAn E. Rd. & LinSen N. Rd. Intersection,No. 26， Sec. 1， ChangAn E. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:34:15,2025-12-21,20,15,25.04882,121.52589,1,2025-12-21 00:52:40
500107193,YouBike2.0_市民大道二段67巷口,中山區,2025-12-20 11:20:02,市民大道二段65號旁,Zhongshan Dist,YouBike2.0_Ln. 67， Sec. 2， Civic Blvd.,No. 65， Sec. 2， Civic Blvd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 11:20:02,2025-12-20,30,1,25.04652,121.5296,29,2025-12-21 00:52:40
500107194,YouBike2.0_德惠雙城街口(西側),中山區,2025-12-21 00:30:15,德惠街16號前,Zhongshan Dist,YouBike2.0_DeHui St. & ShuangCheng St. Intersection,No. 16， DeHui St.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:30:15,2025-12-21,18,18,25.0667,121.5242,0,2025-12-21 00:52:40
500107195,YouBike2.0_北安路608巷明水路口,中山區,2025-12-21 00:29:03,北安路608巷/明水路(西北側),Zhongshan Dist,YouBike2.0_Ln. 608， BeiAn Rd. & MingShui Rd. Intersection,Ln. 608， BeiAn Rd. & MingShui Rd. Intersection (Northwest),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:29:03,2025-12-21,18,11,25.08194,121.55124,2,2025-12-21 00:52:40
500107196,YouBike2.0_新生林森北路485巷口,中山區,2025-12-20 23:11:02,新生北路二段/林森北路485巷(東側),Zhongshan Dist,YouBike2.0_XinSheng N. Rd. & Ln. 485， LinSen N. Rd. Intersection,Sec. 2， XinSheng N. Rd. & Ln. 485， LinSen N. Rd. Intersection (East),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:11:02,2025-12-20,35,19,25.06114,121.52745,16,2025-12-21 00:52:40
500107197,YouBike2.0_新壽公園,中山區,2025-12-21 00:36:02,新生北路三段3巷與吉林路口,Zhongshan Dist,YouBike2.0_Xinshou Park,Ln. 3， Sec. 3， XinSheng N. Rd. & JiLin Rd. Intersection,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:36:02,2025-12-21,16,3,25.06313,121.53015,13,2025-12-21 00:52:40
500107198,YouBike2.0_復興北路430巷,中山區,2025-12-21 00:37:02,復興北路430巷/民權東路三段75巷,Zhongshan Dist,YouBike2.0_Ln. 430， FuXing N. Rd.,Ln. 430， FuXing N. Rd. & Aly. 75， Sec. 3， MinQuan E. Rd. Intersection,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:37:02,2025-12-21,24,4,25.06341,121.54353,20,2025-12-21 00:52:40
500107199,YouBike2.0_林森錦州街口,中山區,2025-12-21 00:04:15,林森北路438號(前),Zhongshan Dist,YouBike2.0_LinSen Rd. & JinZhou St. Intersection,No. 438， LinSen N. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:04:15,2025-12-21,21,18,25.06051,121.52566,0,2025-12-21 00:52:40
500107200,YouBike2.0_臺北市立美術館(中山北路三段),中山區,2025-12-20 22:50:04,中山北路三段181號(前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum (Sec. 3， ZhongShan N. Rd.),No. 181， Sec. 3， ZhongShan N. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 22:50:04,2025-12-20,20,10,25.07177,121.52395,10,2025-12-21 00:52:40
500107201,YouBike2.0_臺北市立美術館(新生北路三段),中山區,2025-12-20 23:59:03,臺北市立美術館北側,Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum (Sec. 3， XinSheng N. Rd.),Taipei Fine Arts Museum (North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:59:03,2025-12-20,24,10,25.07255,121.52529,14,2025-12-21 00:52:40
500107202,YouBike2.0_南京新生路口(北側),中山區,2025-12-21 00:13:02,南京東路一段/新生北路一段(橋墩下方),Zhongshan Dist,YouBike2.0_NanJing E. Rd. & XinSheng N. Rd. Intersection (North),Sec. 1， NanJing E. Rd. & Sec. 1， XinSheng N. Rd. Intersection (North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:13:02,2025-12-21,24,15,25.0522,121.52768,8,2025-12-21 00:52:40
500108001,YouBike2.0_文湖街21巷118弄口,內湖區,2025-12-20 23:50:02,文湖街21巷118弄6-10號(前),Neihu Dist,YouBike2.0_Aly. 118， Ln. 21， Wunhu St.,No. 6-10， Aly. 118， Ln. 21， Wunhu St.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:50:02,2025-12-20,28,9,25.09122,121.55961,19,2025-12-21 00:52:40
500108002,YouBike2.0_北勢湖環保公園,內湖區,2025-12-20 10:40:02,內湖路一段66-72號前方公園,Neihu Dist,YouBike2.0_Beishi Lake Environmental Park,No. 66-72， Sec. 1， Neihu Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 10:40:02,2025-12-20,27,7,25.08378,121.56208,20,2025-12-21 00:52:40
500108003,YouBike2.0_洲子一號公園,內湖區,2025-12-20 19:40:04,基湖路37號西側,Neihu Dist,YouBike2.0_Jhouzih No.1 Park,No. 37， Jihu Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 19:40:04,2025-12-20,43,12,25.07977,121.56454,31,2025-12-21 00:52:40
500108004,YouBike2.0_西康公園,內湖區,2025-12-20 23:00:02,內湖路一段225巷口,Neihu Dist,YouBike2.0_Xikang Park,No. 225， Sec 1， Neihu Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:00:02,2025-12-20,21,13,25.08284,121.56449,8,2025-12-21 00:52:40
500108005,YouBike2.0_文湖國小,內湖區,2025-12-21 00:35:15,文湖街21巷口北側,Neihu Dist,YouBike2.0_Wenhu Elementary School,Ln. 21， Wunhu St.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:35:15,2025-12-21,43,35,25.08637,121.56088,8,2025-12-21 00:52:40
500108006,YouBike2.0_文湖街81巷10號西側,內湖區,2025-12-21 00:37:02,文湖街81巷10號西側,Neihu Dist,YouBike2.0_No. 10， Ln. 81， Wenhu St,No. 10， Ln. 81， Wenhu St.(West),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:37:02,2025-12-21,23,17,25.08697,121.5641,5,2025-12-21 00:52:40
500108007,YouBike2.0_德明財經科技大學,內湖區,2025-12-21 00:45:03,環山路一段56號南側,Neihu Dist,YouBike2.0_Takming University of Science and Technology,No. 56， Sec. 1， Huanshan Rd.(South),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:45:03,2025-12-21,36,15,25.08637,121.56574,19,2025-12-21 00:52:40
500108008,YouBike2.0_麗山國小,內湖區,2025-12-21 00:03:01,內湖路一段411巷19弄9號對側,Neihu Dist,YouBike2.0_Lishan Elementary School,Ln. 411， Sec. 1， Neihu Rd.(East),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:03:01,2025-12-21,76,13,25.0826,121.57158,63,2025-12-21 00:52:40
500108009,YouBike2.0_麗山高中,內湖區,2025-12-20 23:45:02,環山路二段141號北側,Neihu Dist,YouBike2.0_Lishan Senior High School,No. 141， Sec. 2， Huanshan Rd.(North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:45:02,2025-12-20,57,8,25.08398,121.57725,49,2025-12-21 00:52:40
500108010,YouBike2.0_港華五號公園,內湖區,2025-12-21 00:46:03,環山路二段81號西北側,Neihu Dist,YouBike2.0_Ganghua 2nd Park,No. 81， Sec. 2， Huanshan Rd.(Northwest),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:46:03,2025-12-21,16,8,25.08522,121.57462,8,2025-12-21 00:52:40
500108011,YouBike2.0_大湖國小,內湖區,2025-12-21 00:38:01,大湖山莊街/大湖山莊街176巷(東南側),Neihu Dist,YouBike2.0_Dahu Elementary School,Dahu Shanzhuang St & Ln. 176， Dahu Shanzhuang St. (Southeast),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:38:01,2025-12-21,29,12,25.08803,121.59958,17,2025-12-21 00:52:40
500108012,YouBike2.0_安湖三號公園,內湖區,2025-12-21 00:45:03,東湖路113巷49弄3號北側,Neihu Dist,YouBike2.0_Anhu No.3 Park,No. 3， Aly. 49， Ln. 113， Donghu Rd. (North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:45:03,2025-12-21,16,5,25.07021,121.61593,10,2025-12-21 00:52:40
500108013,YouBike2.0_東湖路113巷95弄,內湖區,2025-12-20 23:59:03,東湖路113巷95弄13號西側,Neihu Dist,YouBike2.0_Aly. 95， Ln. 113， Donghu Rd,No. 13， Aly. 95， Ln. 113， Donghu Rd. (West),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:59:03,2025-12-20,17,9,25.07177,121.61491,7,2025-12-21 00:52:40
500108014,YouBike2.0_瑞光計程車服務站,內湖區,2025-12-21 00:39:02,港墘路221巷2號,Neihu Dist,YouBike2.0_Ruiguangjichengchefuwu Sta,No. 2， Ln. 221， Gangqian Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:39:02,2025-12-21,20,5,25.0745,121.57389,15,2025-12-21 00:52:40
500108015,YouBike2.0_文德三號公園(江南街71巷16弄),內湖區,2025-12-21 00:45:03,瑞光路271號東南側,Neihu Dist,YouBike2.0_Wende No. 3 Park,No. 271， Ruiguang Rd. (Southeast),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:45:03,2025-12-21,15,12,25.07524,121.5772,3,2025-12-21 00:52:40
500108016,YouBike2.0_捷運大湖公園站(2號出口),內湖區,2025-12-21 00:37:02,成功路五段5號東側,Neihu Dist,YouBike2.0_MRT Dahu Park Sta. (Exit 2),No. 5， Sec. 5， Chenggong Rd. (East),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:37:02,2025-12-21,46,5,25.08395,121.60185,39,2025-12-21 00:52:40
500108018,YouBike2.0_康寧星雲街口,內湖區,2025-12-21 00:16:02,康寧路一段116號,Neihu Dist,YouBike2.0_Kangning Rd & Xingyun St Intersection,No. 116， Sec. 1， Kangning Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:16:02,2025-12-21,19,5,25.07958,121.59336,12,2025-12-21 00:52:40
500108019,YouBike2.0_星雲街47號,內湖區,2025-12-20 23:10:03,星雲街47號南側,Neihu Dist,YouBike2.0_No. 47， Xingyun St,No. 47， Xingyun St. (South),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:10:03,2025-12-20,22,9,25.07864,121.59177,10,2025-12-21 00:52:40
500108020,YouBike2.0_捷運西湖站(1號出口),內湖區,2025-12-21 00:30:02,環山路一段9巷9號對側,Neihu Dist,YouBike2.0_MRT Xihu Sta. (Exit 1),Ln. 9， Sec. 1， Huanshan Rd,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:30:02,2025-12-21,23,2,25.08301,121.56638,19,2025-12-21 00:52:40
500108021,YouBike2.0_捷運西湖站(2號出口),內湖區,2025-12-21 00:09:03,內湖路一段291號(對面),Neihu Dist,YouBike2.0_MRT Xihu Sta. (Exit 2),No. 291， Sec. 1， Neihu Rd. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:09:03,2025-12-21,24,20,25.08205,121.56716,3,2025-12-21 00:52:40
500108022,YouBike2.0_洲子二號公園,內湖區,2025-12-21 00:09:03,瑞光路500號(對面),Neihu Dist,YouBike2.0_Zhouzi No. 2 Park,No. 500， Ruiguang Rd. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:09:03,2025-12-21,60,11,25.07932,121.56869,49,2025-12-21 00:52:40
500108023,YouBike2.0_港都公園,內湖區,2025-12-21 00:35:02,港華街57號(對面),Neihu Dist,YouBike2.0_Gangdu Park,No. 57， Ganghua St. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:35:02,2025-12-21,15,8,25.08296,121.5752,7,2025-12-21 00:52:40
500108024,YouBike2.0_環山路二段26巷口,內湖區,2025-12-20 23:52:02,環山路二段/環山路二段26巷(西南側),Neihu Dist,YouBike2.0_Ln. 26， Sec. 2， Huanshan Rd Intersection,Sec. 2， Huanshan Rd & Ln. 26， Sec. 2， Huanshan Rd (Southwest),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:52:02,2025-12-20,22,19,25.08598,121.572,3,2025-12-21 00:52:40
500108025,YouBike2.0_成功金龍路口,內湖區,2025-12-21 00:45:03,成功路四段188號,Neihu Dist,YouBike2.0_Chenggong Rd & Jinlong Rd Intersection,No. 188， Sec. 4， Chenggong Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:45:03,2025-12-21,36,1,25.08436,121.59478,34,2025-12-21 00:52:40
500108026,YouBike2.0_碧山公園,內湖區,2025-12-20 23:40:04,內湖路三段60巷28號東側,Neihu Dist,YouBike2.0_Bishan Park,No. 28， Ln. 60， Sec. 3， Neihu Rd. (East),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 23:40:04,2025-12-20,31,23,25.0878,121.59227,6,2025-12-21 00:52:40
500108027,YouBike2.0_金瑞公園,內湖區,2025-12-21 00:48:03,金龍路203-8號北側,Neihu Dist,YouBike2.0_Jinrui Park,No. 203-8， Jinlong Rd. (North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:48:03,2025-12-21,45,23,25.08785,121.5879,21,2025-12-21 00:52:40
500108028,YouBike2.0_捷運文德站(2號出口),內湖區,2025-12-21 00:34:15,文德路212號旁,Neihu Dist,YouBike2.0_MRT Wende Sta. (Exit 2),No. 212， Wende Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:34:15,2025-12-21,49,0,25.07842,121.58464,47,2025-12-21 00:52:40
500108029,YouBike2.0_陽光公園,內湖區,2025-12-20 21:30:16,陽光街與文德路220巷口西側,Neihu Dist,YouBike2.0_Yangguang Park,Yangguang St & Ln. 220， Wende Rd Intersection,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 21:30:16,2025-12-20,21,4,25.07695,121.58764,17,2025-12-21 00:52:40
500108030,YouBike2.0_文德二號公園(南側),內湖區,2025-12-21 00:45:03,陽光街與陽光街68巷102弄口,Neihu Dist,YouBike2.0_Wende No.2 Park (South),Aly. 102， Ln. 68， Yangguang St & Yangguang St Intersection,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:45:03,2025-12-21,13,6,25.07504,121.58375,7,2025-12-21 00:52:40
500108031,YouBike2.0_文德二號公園(北側),內湖區,2025-12-21 00:15:15,文德路210巷12號對側,Neihu Dist,YouBike2.0_Wende No.2 Park (North),No. 12， Ln. 210， Wende Rd. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:15:15,2025-12-21,15,1,25.07758,121.58381,13,2025-12-21 00:52:40
500108032,YouBike2.0_瑞陽公園,內湖區,2025-12-21 00:35:02,文德路22巷6號(對面),Neihu Dist,YouBike2.0_Ruiyang Park,No. 6， Ln. 22， Wende Rd. (Opposite),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:35:02,2025-12-21,12,8,25.07777,121.57961,3,2025-12-21 00:52:40
500108033,YouBike2.0_湖光國宅,內湖區,2025-12-21 00:38:01,文德路22巷與文德路22巷74弄口,Neihu Dist,YouBike2.0_Hu Guang Public House,Ln. 22， Wende Rd & No. 1， Aly. 74， Ln. 22， Wende Rd Intersection,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:38:01,2025-12-21,45,33,25.07538,121.58079,9,2025-12-21 00:52:40
500108034,YouBike2.0_潭美街213號,內湖區,2025-10-30 00:37:17,潭美街213號南側,Neihu Dist,YouBike2.0_No. 213， Tanmei St.,No. 213， Tanmei St. (South),0,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-10-30 00:37:17,2025-10-30,12,0,25.05575,121.58486,12,2025-12-21 00:52:40
500108035,YouBike2.0_南京東路六段180號,內湖區,2025-12-21 00:40:03,南京東路六段180號北側,Neihu Dist,YouBike2.0_No. 180， Sec. 6， Nanjing E. Rd.,No. 180， Sec. 6， Nanjing E. Rd. (North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:40:03,2025-12-21,21,9,25.0559,121.57991,12,2025-12-21 00:52:40
500108036,YouBike2.0_潭美國小(南京舊宗路口),內湖區,2025-12-20 16:40:04,行善路179號南側,Neihu Dist,YouBike2.0_Tanmei Elementary School (Nanjing Rd. & Jiuzong Rd. Intersection,No. 179， Xingshan Rd. (South),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 16:40:04,2025-12-20,29,6,25.05768,121.58159,23,2025-12-21 00:52:40
500108037,YouBike2.0_新明路343號,內湖區,2025-12-21 00:30:15,新明路341號北側,Neihu Dist,YouBike2.0_No. 343， Xinming Rd.,No. 343， Xinming Rd. (North),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:30:15,2025-12-21,10,5,25.05653,121.58345,5,2025-12-21 00:52:40
500108038,YouBike2.0_成美長壽橋(潭美街),內湖區,2025-12-21 00:47:18,潭美街139號對側,Neihu Dist,YouBike2.0_Chengmei Changshou Bridge (TanMei St.),No. 139， Tanmei St.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:47:18,2025-12-21,22,14,25.0539,121.58084,6,2025-12-21 00:52:40
500108039,YouBike2.0_內湖行政中心,內湖區,2025-12-20 20:20:03,民權東路六段99號(前),Neihu Dist,YouBike2.0_Neihu District Office,No. 99， Sec. 6， Minquan E. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 20:20:03,2025-12-20,25,2,25.06915,121.58898,23,2025-12-21 00:52:40
500108040,YouBike2.0_樂康公園,內湖區,2025-12-20 02:39:02,康樂街61巷73弄22-1號南側,Neihu Dist,YouBike2.0_Lekang Park,No. 22-1， Aly. 73， Ln. 61， Kangle St. (South),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 02:39:02,2025-12-20,20,14,25.07007,121.62055,6,2025-12-21 00:52:40
500108041,YouBike2.0_安康路32巷24弄,內湖區,2025-12-20 22:10:02,安康路32巷24弄22號,Neihu Dist,YouBike2.0_Aly. 24， Ln. 32， Ankang Rd.,No. 22， Aly. 24， Ln. 32， Ankang Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 22:10:02,2025-12-20,21,6,25.06181,121.59447,15,2025-12-21 00:52:40
500108043,YouBike2.0_明美公園,內湖區,2025-12-20 22:10:02,石潭路27號南側,Neihu Dist,YouBike2.0_Mingmei Park,No. 27， Shitan Rd. (South),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 22:10:02,2025-12-20,37,17,25.06256,121.58607,20,2025-12-21 00:52:40
500108044,YouBike2.0_南京東路六段368巷,內湖區,2025-12-20 21:20:03,南京東路六段382號西南側,Neihu Dist,YouBike2.0_Ln. 368， Sec. 6， Nanjing E. Rd.,No. 382， Sec. 6， Nanjing E. Rd. (Southwest),1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 21:20:03,2025-12-20,73,7,25.05827,121.58707,65,2025-12-21 00:52:40
500108045,YouBike2.0_新明成功路口,內湖區,2025-12-20 19:50:04,新明路22號,Neihu Dist,YouBike2.0_Xinming Rd. & Chenggong Rd. Intersection,No. 22， Xinming Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 19:50:04,2025-12-20,38,16,25.06058,121.5911,22,2025-12-21 00:52:40
500108046,YouBike2.0_民權瑞光路口,內湖區,2025-12-20 14:50:03,民權東路六段50號,Neihu Dist,YouBike2.0_Minquan E. Rd. & Ruiguang Rd. Intersection,No. 50， Sec. 6， Minquan E. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 14:50:03,2025-12-20,57,6,25.06835,121.58323,48,2025-12-21 00:52:40
500108047,YouBike2.0_瑞光公共住宅(瑞光路),內湖區,2025-12-21 00:20:03,瑞光路160號,Neihu Dist,YouBike2.0_Ruiguang Public Housing (Ruiguang Rd),No. 160， Ruiguang Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-21 00:20:03,2025-12-21,30,7,25.07335,121.57951,23,2025-12-21 00:52:40
500108048,YouBike2.0_民權東路六段15巷,內湖區,2025-12-20 18:50:04,民權東路六段15巷29號,Neihu Dist,YouBike2.0_Ln. 15， Sec. 6， Minquan E. Rd.,No. 29， Ln. 15， Sec. 6， Minquan E. Rd.,1,2025-12-21 00:49:53,2025-12-21 00:49:53,2025-12-20 18:50:04,2025-12-20,42,22,25.06853,121.57813,20,2025-12-21 00:52:40
